id,genus,family,order
98640,Hymenoxys,Asteraceae,Asterales
98641,Antimima,Aizoaceae,Caryophyllales
98642,Campanula,Campanulaceae,Asterales
98643,Thalictrum,Ranunculaceae,Ranunculales
98644,Mariosousa,Fabaceae,Fabales
98645,Lessingianthus,Asteraceae,Asterales
98646,Hicksbeachia,Proteaceae,Proteales
98647,Kotschya,Fabaceae,Fabales
98648,Hopea,Dipterocarpaceae,Malvales
98649,Portulacaria,Didiereaceae,Caryophyllales
98650,Grevillea,Proteaceae,Proteales
98651,Encalypta,Encalyptaceae,Encalyptales
98652,Pomaderris,Rhamnaceae,Rosales
98653,Hemsleya,Cucurbitaceae,Cucurbitales
98654,Crataegus,Rosaceae,Rosales
98655,Euphorbia,Euphorbiaceae,Malpighiales
98656,Dyckia,Bromeliaceae,Poales
98657,Sphagnum,Sphagnaceae,Sphagnales
98658,Nerine,Amaryllidaceae,Asparagales
98659,Sophora,Fabaceae,Fabales
98660,Peritassa,Celastraceae,Celastrales
98661,Brugmansia,Solanaceae,Solanales
98662,Schoenus,Cyperaceae,Poales
98663,Cecropia,Urticaceae,Rosales
98664,Mandevilla,Apocynaceae,Gentianales
98665,Paspalum,Poaceae,Poales
98666,Esenbeckia,Rutaceae,Sapindales
98667,Biophytum,Oxalidaceae,Oxalidales
98668,Dicymbe,Fabaceae,Fabales
98669,Rumex,Polygonaceae,Caryophyllales
98670,Banksia,Proteaceae,Proteales
98671,Arceuthobium,Santalaceae,Santalales
98672,Philodendron,Araceae,Alismatales
98673,Othonna,Asteraceae,Asterales
98674,Aspidistra,Asparagaceae,Asparagales
98675,Medusantha,Lamiaceae,Lamiales
98676,Caladenia,Orchidaceae,Asparagales
98677,Globba,Zingiberaceae,Zingiberales
98678,Miconia,Melastomataceae,Myrtales
98679,Persoonia,Proteaceae,Proteales
98680,Trichodiadema,Aizoaceae,Caryophyllales
98681,Sphagnum,Sphagnaceae,Sphagnales
98682,Oxalis,Oxalidaceae,Oxalidales
98683,Clematis,Ranunculaceae,Ranunculales
98684,Eugenia,Myrtaceae,Myrtales
98685,Ardisia,Primulaceae,Ericales
98686,Distimake,Convolvulaceae,Solanales
98687,Persea,Lauraceae,Laurales
98688,Reinwardtiodendron,Meliaceae,Sapindales
98689,Himatanthus,Apocynaceae,Gentianales
98690,Celtis,Cannabaceae,Rosales
98691,Callianthemum,Ranunculaceae,Ranunculales
98692,Echinochloa,Poaceae,Poales
98693,Litsea,Lauraceae,Laurales
98694,Impatiens,Balsaminaceae,Ericales
98695,Ficus,Moraceae,Rosales
98696,Tabernaemontana,Apocynaceae,Gentianales
98697,Adromischus,Crassulaceae,Saxifragales
98698,Piper,Piperaceae,Piperales
98699,Leersia,Poaceae,Poales
98700,Suregada,Euphorbiaceae,Malpighiales
98701,Quercus,Fagaceae,Fagales
98702,Scaevola,Goodeniaceae,Asterales
98703,Lippia,Verbenaceae,Lamiales
98704,Saxifraga,Saxifragaceae,Saxifragales
98705,Casearia,Salicaceae,Malpighiales
98706,Primulina,Gesneriaceae,Lamiales
98707,Spatalla,Proteaceae,Proteales
98708,Leptospermum,Myrtaceae,Myrtales
98709,Stenocereus,Cactaceae,Caryophyllales
98710,Begonia,Begoniaceae,Cucurbitales
98711,Acmella,Asteraceae,Asterales
98712,Seligeria,Seligeriaceae,Grimmiales
98713,Cinna,Poaceae,Poales
98714,Festuca,Poaceae,Poales
98715,Adiantum,Pteridaceae,Polypodiales
98716,Prainea,Moraceae,Rosales
98717,Photinia,Rosaceae,Rosales
98718,Gompholobium,Fabaceae,Fabales
98719,Petalidium,Acanthaceae,Lamiales
98720,Voyria,Gentianaceae,Gentianales
98721,Erica,Ericaceae,Ericales
98722,Cremanthodium,Asteraceae,Asterales
98723,Trichostema,Lamiaceae,Lamiales
98724,Gigantochloa,Poaceae,Poales
98725,Psydrax,Rubiaceae,Gentianales
98726,Carex,Cyperaceae,Poales
98727,Tillandsia,Bromeliaceae,Poales
98728,Carex,Cyperaceae,Poales
98729,Arabis,Brassicaceae,Brassicales
98730,Cyperus,Cyperaceae,Poales
98731,Gonolobus,Apocynaceae,Gentianales
98732,Polytaenium,Pteridaceae,Polypodiales
98733,Juncus,Juncaceae,Poales
98734,Atriplex,Amaranthaceae,Caryophyllales
98735,Cylindropuntia,Cactaceae,Caryophyllales
98736,Lippia,Verbenaceae,Lamiales
98737,Platanthera,Orchidaceae,Asparagales
98738,Guarea,Meliaceae,Sapindales
98739,Polygonatum,Asparagaceae,Asparagales
98740,Epidendrum,Orchidaceae,Asparagales
98741,Persoonia,Proteaceae,Proteales
98742,Dipterocarpus,Dipterocarpaceae,Malvales
98743,Chimonobambusa,Poaceae,Poales
98744,Erica,Ericaceae,Ericales
98745,Rhizomnium,Mniaceae,Bryales
98746,Lycaste,Orchidaceae,Asparagales
98747,Cephalaria,Caprifoliaceae,Dipsacales
98748,Digitalis,Plantaginaceae,Lamiales
98749,Melaleuca,Myrtaceae,Myrtales
98750,Neojeffreya,Asteraceae,Asterales
98751,Grindelia,Asteraceae,Asterales
98752,Nervilia,Orchidaceae,Asparagales
98753,Populus,Salicaceae,Malpighiales
98754,Sternbergia,Amaryllidaceae,Asparagales
98755,Elaphoglossum,Dryopteridaceae,Polypodiales
98756,Renealmia,Zingiberaceae,Zingiberales
98757,Chorizema,Fabaceae,Fabales
98758,Dimorphotheca,Asteraceae,Asterales
98759,Chamaecrista,Fabaceae,Fabales
98760,Eriastrum,Polemoniaceae,Ericales
98761,Triumfetta,Malvaceae,Malvales
98762,Swertia,Gentianaceae,Gentianales
98763,Impatiens,Balsaminaceae,Ericales
98764,Rhynchospora,Cyperaceae,Poales
98765,Sanguisorba,Rosaceae,Rosales
98766,Emilia,Asteraceae,Asterales
98767,Grindelia,Asteraceae,Asterales
98768,Atriplex,Amaranthaceae,Caryophyllales
98769,Gentiana,Gentianaceae,Gentianales
98770,Salix,Salicaceae,Malpighiales
98771,Guatteria,Annonaceae,Magnoliales
98772,Soehrensia,Cactaceae,Caryophyllales
98773,Saccharum,Poaceae,Poales
98774,Uapaca,Phyllanthaceae,Malpighiales
98775,Hertia,Asteraceae,Asterales
98776,Comarostaphylis,Ericaceae,Ericales
98777,Corallodiscus,Gesneriaceae,Lamiales
98778,Caladenia,Orchidaceae,Asparagales
98779,Swainsona,Fabaceae,Fabales
98780,Piper,Piperaceae,Piperales
98781,Oxytropis,Fabaceae,Fabales
98782,Rinorea,Violaceae,Malpighiales
98783,Campylopus,Leucobryaceae,Dicranales
98784,Thelypodium,Brassicaceae,Brassicales
98785,Aristolochia,Aristolochiaceae,Piperales
98786,Casearia,Salicaceae,Malpighiales
98787,Lobelia,Campanulaceae,Asterales
98788,Frailea,Cactaceae,Caryophyllales
98789,Ulmus,Ulmaceae,Rosales
98790,Calceolaria,Calceolariaceae,Lamiales
98791,Zizia,Apiaceae,Apiales
98792,Esterhuysenia,Aizoaceae,Caryophyllales
98793,Eremophila,Scrophulariaceae,Lamiales
98794,Pilea,Urticaceae,Rosales
98795,Cuphea,Lythraceae,Myrtales
98796,Metagentiana,Gentianaceae,Gentianales
98797,Achyranthes,Amaranthaceae,Caryophyllales
98798,Eryngium,Apiaceae,Apiales
98799,Solanum,Solanaceae,Solanales
98800,Salvia,Lamiaceae,Lamiales
98801,Diplazium,Athyriaceae,Polypodiales
98802,Hechtia,Bromeliaceae,Poales
98803,Mouriri,Melastomataceae,Myrtales
98804,Xyris,Xyridaceae,Poales
98805,Ligularia,Asteraceae,Asterales
98806,Astragalus,Fabaceae,Fabales
98807,Podocarpus,Podocarpaceae,Pinales
98808,Baccharis,Asteraceae,Asterales
98809,Dichapetalum,Dichapetalaceae,Malpighiales
98810,Apodanthera,Cucurbitaceae,Cucurbitales
98811,Primula,Primulaceae,Ericales
98812,Ilex,Aquifoliaceae,Aquifoliales
98813,Cambessedesia,Melastomataceae,Myrtales
98814,Weberbauerella,Fabaceae,Fabales
98815,Dichaea,Orchidaceae,Asparagales
98816,Prostanthera,Lamiaceae,Lamiales
98817,Corymbia,Myrtaceae,Myrtales
98818,Calathea,Marantaceae,Zingiberales
98819,Calochortus,Liliaceae,Liliales
98820,Pleurothallis,Orchidaceae,Asparagales
98821,Phlomoides,Lamiaceae,Lamiales
98822,Mimosa,Fabaceae,Fabales
98823,Acacia,Fabaceae,Fabales
98824,Cremastra,Orchidaceae,Asparagales
98825,Sophora,Fabaceae,Fabales
98826,Chrysosplenium,Saxifragaceae,Saxifragales
98827,Erythronium,Liliaceae,Liliales
98828,Marianthus,Pittosporaceae,Apiales
98829,Centaurea,Asteraceae,Asterales
98830,Encephalartos,Zamiaceae,Cycadales
98831,Erica,Ericaceae,Ericales
98832,Canarium,Burseraceae,Sapindales
98833,Hermbstaedtia,Amaranthaceae,Caryophyllales
98834,Chusquea,Poaceae,Poales
98835,Begonia,Begoniaceae,Cucurbitales
98836,Polyalthia,Annonaceae,Magnoliales
98837,Clematis,Ranunculaceae,Ranunculales
98838,Erigeron,Asteraceae,Asterales
98839,Tetraselago,Scrophulariaceae,Lamiales
98840,Pavonia,Malvaceae,Malvales
98841,Fritillaria,Liliaceae,Liliales
98842,Calliandra,Fabaceae,Fabales
98843,Distimake,Convolvulaceae,Solanales
98844,Casearia,Salicaceae,Malpighiales
98845,Euphorbia,Euphorbiaceae,Malpighiales
98846,Aristida,Poaceae,Poales
98847,Limnophila,Plantaginaceae,Lamiales
98848,Selaginella,Selaginellaceae,Selaginellales
98849,Fissidens,Fissidentaceae,Dicranales
98850,Wuodendron,Annonaceae,Magnoliales
98851,Herpetacanthus,Acanthaceae,Lamiales
98852,Ligularia,Asteraceae,Asterales
98853,Curcuma,Zingiberaceae,Zingiberales
98854,Primula,Primulaceae,Ericales
98855,Crudia,Fabaceae,Fabales
98856,Cynoglossum,Boraginaceae,Boraginales
98857,Pterostylis,Orchidaceae,Asparagales
98858,Taiwania,Cupressaceae,Pinales
98859,Trema,Cannabaceae,Rosales
98860,Anthurium,Araceae,Alismatales
98861,Spermacoce,Rubiaceae,Gentianales
98862,Anthurium,Araceae,Alismatales
98863,Miconia,Melastomataceae,Myrtales
98864,Lessingianthus,Asteraceae,Asterales
98865,Begonia,Begoniaceae,Cucurbitales
98866,Homopholis,Poaceae,Poales
98867,Sempervivum,Crassulaceae,Saxifragales
98868,Dalbergia,Fabaceae,Fabales
98869,Eriotheca,Malvaceae,Malvales
98870,Ixeris,Asteraceae,Asterales
98871,Indosasa,Poaceae,Poales
98872,Myrciaria,Myrtaceae,Myrtales
98873,Nautilocalyx,Gesneriaceae,Lamiales
98874,Salix,Salicaceae,Malpighiales
98875,Carex,Cyperaceae,Poales
98876,Osteospermum,Asteraceae,Asterales
98877,Ipomoea,Convolvulaceae,Solanales
98878,Canarium,Burseraceae,Sapindales
98879,Dichorisandra,Commelinaceae,Commelinales
98880,Commelina,Commelinaceae,Commelinales
98881,Westringia,Lamiaceae,Lamiales
98882,Hosta,Asparagaceae,Asparagales
98883,Pitcairnia,Bromeliaceae,Poales
98884,Gonolobus,Apocynaceae,Gentianales
98885,Myrcia,Myrtaceae,Myrtales
98886,Delphinium,Ranunculaceae,Ranunculales
98887,Pachypodium,Apocynaceae,Gentianales
98888,Acmanthera,Malpighiaceae,Malpighiales
98889,Deuterocohnia,Bromeliaceae,Poales
98890,Salvia,Lamiaceae,Lamiales
98891,Thermopsis,Fabaceae,Fabales
98892,Xylosma,Salicaceae,Malpighiales
98893,Lucilia,Asteraceae,Asterales
98894,Tridactyle,Orchidaceae,Asparagales
98895,Grevillea,Proteaceae,Proteales
98896,Lasiacis,Poaceae,Poales
98897,Seriphidium,Asteraceae,Asterales
98898,Zamia,Zamiaceae,Cycadales
98899,Ranunculus,Ranunculaceae,Ranunculales
98900,Myriocladus,Poaceae,Poales
98901,Struthiola,Thymelaeaceae,Malvales
98902,Goniothalamus,Annonaceae,Magnoliales
98903,Primula,Primulaceae,Ericales
98904,Peperomia,Piperaceae,Piperales
98905,Potentilla,Rosaceae,Rosales
98906,Populus,Salicaceae,Malpighiales
98907,Tephroseris,Asteraceae,Asterales
98908,Juncus,Juncaceae,Poales
98909,Delissea,Campanulaceae,Asterales
98910,Sonchus,Asteraceae,Asterales
98911,Helichrysum,Asteraceae,Asterales
98912,Rhododendron,Ericaceae,Ericales
98913,Elaeagnus,Elaeagnaceae,Rosales
98914,Synaphea,Proteaceae,Proteales
98915,Begonia,Begoniaceae,Cucurbitales
98916,Saxifraga,Saxifragaceae,Saxifragales
98917,Poa,Poaceae,Poales
98918,Carex,Cyperaceae,Poales
98919,Dasyanthina,Asteraceae,Asterales
98920,Hunteria,Apocynaceae,Gentianales
98921,Aloe,Asphodelaceae,Asparagales
98922,Paralychnophora,Asteraceae,Asterales
98923,Attalea,Arecaceae,Arecales
98924,Orophea,Annonaceae,Magnoliales
98925,Pritchardia,Arecaceae,Arecales
98926,Puya,Bromeliaceae,Poales
98927,Astragalus,Fabaceae,Fabales
98928,Senegalia,Fabaceae,Fabales
98929,Adenanthos,Proteaceae,Proteales
98930,Utricularia,Lentibulariaceae,Lamiales
98931,Gomesa,Orchidaceae,Asparagales
98932,Garcinia,Clusiaceae,Malpighiales
98933,Disperis,Orchidaceae,Asparagales
98934,Symplocos,Symplocaceae,Ericales
98935,Puya,Bromeliaceae,Poales
98936,Psittacanthus,Loranthaceae,Santalales
98937,Zanthoxylum,Rutaceae,Sapindales
98938,Paraboea,Gesneriaceae,Lamiales
98939,Cecropia,Urticaceae,Rosales
98940,Trisetum,Poaceae,Poales
98941,Delosperma,Aizoaceae,Caryophyllales
98942,Paepalanthus,Eriocaulaceae,Poales
98943,Trieenea,Scrophulariaceae,Lamiales
98944,Erythrina,Fabaceae,Fabales
98945,Perilla,Lamiaceae,Lamiales
98946,Caladenia,Orchidaceae,Asparagales
98947,Sisyrinchium,Iridaceae,Asparagales
98948,Cryptocarya,Lauraceae,Laurales
98949,Peperomia,Piperaceae,Piperales
98950,Eriotheca,Malvaceae,Malvales
98951,Miconia,Melastomataceae,Myrtales
98952,Mimosa,Fabaceae,Fabales
98953,Eugenia,Myrtaceae,Myrtales
98954,Pittosporum,Pittosporaceae,Apiales
98955,Baccharis,Asteraceae,Asterales
98956,Quercus,Fagaceae,Fagales
98957,Sonneratia,Lythraceae,Myrtales
98958,Heliophila,Brassicaceae,Brassicales
98959,Ribes,Grossulariaceae,Saxifragales
98960,Schoenia,Asteraceae,Asterales
98961,Carmichaelia,Fabaceae,Fabales
98962,Phoradendron,Santalaceae,Santalales
98963,Stereochilus,Orchidaceae,Asparagales
98964,Caraipa,Calophyllaceae,Malpighiales
98965,Combretum,Combretaceae,Myrtales
98966,Rheum,Polygonaceae,Caryophyllales
98967,Acrotriche,Ericaceae,Ericales
98968,Ludwigia,Onagraceae,Myrtales
98969,Crassula,Crassulaceae,Saxifragales
98970,Parinari,Chrysobalanaceae,Malpighiales
98971,Romulea,Iridaceae,Asparagales
98972,Populus,Salicaceae,Malpighiales
98973,Malesherbia,Passifloraceae,Malpighiales
98974,Uapaca,Phyllanthaceae,Malpighiales
98975,Dussia,Fabaceae,Fabales
98976,Pavonia,Malvaceae,Malvales
98977,Triplarina,Myrtaceae,Myrtales
98978,Bowdichia,Fabaceae,Fabales
98979,Lepisorus,Polypodiaceae,Polypodiales
98980,Euonymus,Celastraceae,Celastrales
98981,Teucrium,Lamiaceae,Lamiales
98982,Aechmea,Bromeliaceae,Poales
98983,Erica,Ericaceae,Ericales
98984,Megastigma,Rutaceae,Sapindales
98985,Tovomita,Clusiaceae,Malpighiales
98986,Acanthocereus,Cactaceae,Caryophyllales
98987,Gonzalagunia,Rubiaceae,Gentianales
98988,Beaucarnea,Asparagaceae,Asparagales
98989,Aspalathus,Fabaceae,Fabales
98990,Combretum,Combretaceae,Myrtales
98991,Darwinia,Myrtaceae,Myrtales
98992,Sloanea,Elaeocarpaceae,Oxalidales
98993,Jacaranda,Bignoniaceae,Lamiales
98994,Tragia,Euphorbiaceae,Malpighiales
98995,Paepalanthus,Eriocaulaceae,Poales
98996,Moquilea,Chrysobalanaceae,Malpighiales
98997,Arenaria,Caryophyllaceae,Caryophyllales
98998,Dioscorea,Dioscoreaceae,Dioscoreales
98999,Cicer,Fabaceae,Fabales
99000,Jatropha,Euphorbiaceae,Malpighiales
99001,Hymenocardia,Phyllanthaceae,Malpighiales
99002,Guatteria,Annonaceae,Magnoliales
99003,Bolbitis,Dryopteridaceae,Polypodiales
99004,Primula,Primulaceae,Ericales
99005,Brachanthemum,Asteraceae,Asterales
99006,Corchorus,Malvaceae,Malvales
99007,Fagopyrum,Polygonaceae,Caryophyllales
99008,Tovomita,Clusiaceae,Malpighiales
99009,Helmontia,Cucurbitaceae,Cucurbitales
99010,Corydalis,Papaveraceae,Ranunculales
99011,Lycianthes,Solanaceae,Solanales
99012,Dinema,Orchidaceae,Asparagales
99013,Solanum,Solanaceae,Solanales
99014,Epigaea,Ericaceae,Ericales
99015,Uvaria,Annonaceae,Magnoliales
99016,Pomaderris,Rhamnaceae,Rosales
99017,Lappula,Boraginaceae,Boraginales
99018,Salix,Salicaceae,Malpighiales
99019,Teramnus,Fabaceae,Fabales
99020,Sideroxylon,Sapotaceae,Ericales
99021,Pimelea,Thymelaeaceae,Malvales
99022,Jacaranda,Bignoniaceae,Lamiales
99023,Caladenia,Orchidaceae,Asparagales
99024,Wahlenbergia,Campanulaceae,Asterales
99025,Nephrolepis,Nephrolepidaceae,Polypodiales
99026,Cecropia,Urticaceae,Rosales
99027,Micropholis,Sapotaceae,Ericales
99028,Chamaecrista,Fabaceae,Fabales
99029,Astragalus,Fabaceae,Fabales
99030,Erigeron,Asteraceae,Asterales
99031,Gunniopsis,Aizoaceae,Caryophyllales
99032,Eremophila,Scrophulariaceae,Lamiales
99033,Sagittaria,Alismataceae,Alismatales
99034,Leptoderris,Fabaceae,Fabales
99035,Phacelia,Boraginaceae,Boraginales
99036,Perideridia,Apiaceae,Apiales
99037,Piptolepis,Asteraceae,Asterales
99038,Osmanthus,Oleaceae,Lamiales
99039,Turnera,Passifloraceae,Malpighiales
99040,Conocephalum,Conocephalaceae,Marchantiales
99041,Hakea,Proteaceae,Proteales
99042,Tiquilia,Boraginaceae,Boraginales
99043,Euphorbia,Euphorbiaceae,Malpighiales
99044,Inga,Fabaceae,Fabales
99045,Neillia,Rosaceae,Rosales
99046,Amphithalea,Fabaceae,Fabales
99047,Chrysothemis,Gesneriaceae,Lamiales
99048,Prostanthera,Lamiaceae,Lamiales
99049,Euphorbia,Euphorbiaceae,Malpighiales
99050,Wahlenbergia,Campanulaceae,Asterales
99051,Hopea,Dipterocarpaceae,Malvales
99052,Bulbophyllum,Orchidaceae,Asparagales
99053,Payena,Sapotaceae,Ericales
99054,Zamia,Zamiaceae,Cycadales
99055,Hebanthe,Amaranthaceae,Caryophyllales
99056,Thelymitra,Orchidaceae,Asparagales
99057,Scaphochlamys,Zingiberaceae,Zingiberales
99058,Parianella,Poaceae,Poales
99059,Dendrocalamus,Poaceae,Poales
99060,Diospyros,Ebenaceae,Ericales
99061,Goodenia,Goodeniaceae,Asterales
99062,Solanum,Solanaceae,Solanales
99063,Saurauia,Actinidiaceae,Ericales
99064,Chamelaucium,Myrtaceae,Myrtales
99065,Psychotria,Rubiaceae,Gentianales
99066,Iris,Iridaceae,Asparagales
99067,Trillium,Melanthiaceae,Liliales
99068,Moraea,Iridaceae,Asparagales
99069,Maerua,Capparaceae,Brassicales
99070,Tortula,Pottiaceae,Pottiales
99071,Anthurium,Araceae,Alismatales
99072,Wikstroemia,Thymelaeaceae,Malvales
99073,Rubus,Rosaceae,Rosales
99074,Agathosma,Rutaceae,Sapindales
99075,Elaphoglossum,Dryopteridaceae,Polypodiales
99076,Avena,Poaceae,Poales
99077,Euphorbia,Euphorbiaceae,Malpighiales
99078,Bletia,Orchidaceae,Asparagales
99079,Pavonia,Malvaceae,Malvales
99080,Polygala,Polygalaceae,Fabales
99081,Colchicum,Colchicaceae,Liliales
99082,Sciaphila,Triuridaceae,Pandanales
99083,Chlorophytum,Asparagaceae,Asparagales
99084,Aegiphila,Lamiaceae,Lamiales
99085,Casearia,Salicaceae,Malpighiales
99086,Yushania,Poaceae,Poales
99087,Piptadenia,Fabaceae,Fabales
99088,Parapiptadenia,Fabaceae,Fabales
99089,Struthanthus,Loranthaceae,Santalales
99090,Needhamiella,Ericaceae,Ericales
99091,Tamarix,Tamaricaceae,Caryophyllales
99092,Artemisia,Asteraceae,Asterales
99093,Rumex,Polygonaceae,Caryophyllales
99094,Vaccinium,Ericaceae,Ericales
99095,Pedicularis,Orobanchaceae,Lamiales
99096,Gladiolus,Iridaceae,Asparagales
99097,Dyschoriste,Acanthaceae,Lamiales
99098,Dicliptera,Acanthaceae,Lamiales
99099,Salvia,Lamiaceae,Lamiales
99100,Solidago,Asteraceae,Asterales
99101,Acanthosyris,Santalaceae,Santalales
99102,Arenaria,Caryophyllaceae,Caryophyllales
99103,Brickellia,Asteraceae,Asterales
99104,Torreya,Taxaceae,Pinales
99105,Parasenecio,Asteraceae,Asterales
99106,Cinnamodendron,Canellaceae,Canellales
99107,Premna,Lamiaceae,Lamiales
99108,Acer,Sapindaceae,Sapindales
99109,Eugenia,Myrtaceae,Myrtales
99110,Melaleuca,Myrtaceae,Myrtales
99111,Thismia,Burmanniaceae,Dioscoreales
99112,Kokia,Malvaceae,Malvales
99113,Athyrium,Aspleniaceae,Polypodiales
99114,Lomariopsis,Lomariopsidaceae,Polypodiales
99115,Solanum,Solanaceae,Solanales
99116,Silene,Caryophyllaceae,Caryophyllales
99117,Crassula,Crassulaceae,Saxifragales
99118,Pedicularis,Orobanchaceae,Lamiales
99119,Blepharis,Acanthaceae,Lamiales
99120,Merostachys,Poaceae,Poales
99121,Begonia,Begoniaceae,Cucurbitales
99122,Drimiopsis,Asparagaceae,Asparagales
99123,Bertya,Euphorbiaceae,Malpighiales
99124,Draba,Brassicaceae,Brassicales
99125,Cardamine,Brassicaceae,Brassicales
99126,Colchicum,Colchicaceae,Liliales
99127,Leersia,Poaceae,Poales
99128,Gentiana,Gentianaceae,Gentianales
99129,Lepanthes,Orchidaceae,Asparagales
99130,Microcoelia,Orchidaceae,Asparagales
99131,Carex,Cyperaceae,Poales
99132,Ficus,Moraceae,Rosales
99133,Neoregelia,Bromeliaceae,Poales
99134,Byrsonima,Malpighiaceae,Malpighiales
99135,Zanthoxylum,Rutaceae,Sapindales
99136,Guatteria,Annonaceae,Magnoliales
99137,Dischidia,Apocynaceae,Gentianales
99138,Pedicularis,Orobanchaceae,Lamiales
99139,Acacia,Fabaceae,Fabales
99140,Fargesia,Poaceae,Poales
99141,Oxalis,Oxalidaceae,Oxalidales
99142,Philodendron,Araceae,Alismatales
99143,Schinus,Anacardiaceae,Sapindales
99144,Anerincleistus,Melastomataceae,Myrtales
99145,Ornduffia,Menyanthaceae,Asterales
99146,Adenocalymma,Bignoniaceae,Lamiales
99147,Libidibia,Fabaceae,Fabales
99148,Goniothalamus,Annonaceae,Magnoliales
99149,Campylospermum,Ochnaceae,Malpighiales
99150,Acacia,Fabaceae,Fabales
99151,Julbernardia,Fabaceae,Fabales
99152,Paramachaerium,Fabaceae,Fabales
99153,Convolvulus,Convolvulaceae,Solanales
99154,Acacia,Fabaceae,Fabales
99155,Bulbophyllum,Orchidaceae,Asparagales
99156,Gilletiodendron,Fabaceae,Fabales
99157,Eriosema,Fabaceae,Fabales
99158,Selago,Scrophulariaceae,Lamiales
99159,Randia,Rubiaceae,Gentianales
99160,Myrcia,Myrtaceae,Myrtales
99161,Erigeron,Asteraceae,Asterales
99162,Deuterocohnia,Bromeliaceae,Poales
99163,Myrcia,Myrtaceae,Myrtales
99164,Carex,Cyperaceae,Poales
99165,Stanhopea,Orchidaceae,Asparagales
99166,Symplocos,Symplocaceae,Ericales
99167,Xyris,Xyridaceae,Poales
99168,Mitella,Saxifragaceae,Saxifragales
99169,Isoetes,Isoetaceae,Isoetales
99170,Polygonum,Polygonaceae,Caryophyllales
99171,Tillandsia,Bromeliaceae,Poales
99172,Gastrochilus,Orchidaceae,Asparagales
99173,Alepidea,Apiaceae,Apiales
99174,Aspidistra,Asparagaceae,Asparagales
99175,Treculia,Moraceae,Rosales
99176,Stachyurus,Stachyuraceae,Crossosomatales
99177,Eremophila,Scrophulariaceae,Lamiales
99178,Eugenia,Myrtaceae,Myrtales
99179,Erythranthe,Phrymaceae,Lamiales
99180,Elaeagnus,Elaeagnaceae,Rosales
99181,Stenanthemum,Rhamnaceae,Rosales
99182,Gonzalagunia,Rubiaceae,Gentianales
99183,Melocactus,Cactaceae,Caryophyllales
99184,Selaginella,Selaginellaceae,Selaginellales
99185,Commelina,Commelinaceae,Commelinales
99186,Piper,Piperaceae,Piperales
99187,Vriesea,Bromeliaceae,Poales
99188,Dendromecon,Papaveraceae,Ranunculales
99189,Ixora,Rubiaceae,Gentianales
99190,Blumea,Asteraceae,Asterales
99191,Pavonia,Malvaceae,Malvales
99192,Grevillea,Proteaceae,Proteales
99193,Monstera,Araceae,Alismatales
99194,Erythrochiton,Rutaceae,Sapindales
99195,Carex,Cyperaceae,Poales
99196,Euclidium,Brassicaceae,Brassicales
99197,Senna,Fabaceae,Fabales
99198,Symplocos,Symplocaceae,Ericales
99199,Genoplesium,Orchidaceae,Asparagales
99200,Puya,Bromeliaceae,Poales
99201,Caragana,Fabaceae,Fabales
99202,Anthospermum,Rubiaceae,Gentianales
99203,Eriochilus,Orchidaceae,Asparagales
99204,Elaeagia,Rubiaceae,Gentianales
99205,Dracontomelon,Anacardiaceae,Sapindales
99206,Phlomoides,Lamiaceae,Lamiales
99207,Viola,Violaceae,Malpighiales
99208,nan,nan,nan
99209,Pluchea,Asteraceae,Asterales
99210,nan,nan,nan
99211,Anemopaegma,Bignoniaceae,Lamiales
99212,Daviesia,Fabaceae,Fabales
99213,Atriplex,Amaranthaceae,Caryophyllales
99214,Platanthera,Orchidaceae,Asparagales
99215,Gymnosporia,Celastraceae,Celastrales
99216,Physaria,Brassicaceae,Brassicales
99217,Casearia,Salicaceae,Malpighiales
99218,Hiraea,Malpighiaceae,Malpighiales
99219,Tradescantia,Commelinaceae,Commelinales
99220,Begonia,Begoniaceae,Cucurbitales
99221,Lindera,Lauraceae,Laurales
99222,Lonicera,Caprifoliaceae,Dipsacales
99223,Schoenorchis,Orchidaceae,Asparagales
99224,Carduus,Asteraceae,Asterales
99225,Impatiens,Balsaminaceae,Ericales
99226,Collabium,Orchidaceae,Asparagales
99227,Zornia,Fabaceae,Fabales
99228,Spigelia,Loganiaceae,Gentianales
99229,Manilkara,Sapotaceae,Ericales
99230,Correa,Rutaceae,Sapindales
99231,Asclepias,Apocynaceae,Gentianales
99232,Crotalaria,Fabaceae,Fabales
99233,Senna,Fabaceae,Fabales
99234,Inga,Fabaceae,Fabales
99235,Hypoxis,Hypoxidaceae,Asparagales
99236,Conyza,Asteraceae,Asterales
99237,Ilex,Aquifoliaceae,Aquifoliales
99238,Garcinia,Clusiaceae,Malpighiales
99239,Maurandya,Plantaginaceae,Lamiales
99240,Olearia,Asteraceae,Asterales
99241,Diplazium,Athyriaceae,Polypodiales
99242,Silene,Caryophyllaceae,Caryophyllales
99243,Elaphoglossum,Dryopteridaceae,Polypodiales
99244,Strigosella,Brassicaceae,Brassicales
99245,Pouzolzia,Urticaceae,Rosales
99246,Rhododendron,Ericaceae,Ericales
99247,Xyris,Xyridaceae,Poales
99248,Olgaea,Asteraceae,Asterales
99249,Stachytarpheta,Verbenaceae,Lamiales
99250,Paris,Melanthiaceae,Liliales
99251,Lithospermum,Boraginaceae,Boraginales
99252,Eragrostis,Poaceae,Poales
99253,Bulbine,Asphodelaceae,Asparagales
